"name","amg_person_id","top_genre","birthday","id"
"Roland Young","P 78205","Comedy","1887-11-11 00:00:00.000",784
"Dame Edith Evans","P 22248","Drama","1888-02-08 00:00:00.000",785
"Barry Fitzgerald","P 23688","Drama","1888-03-10 00:00:00.000",786
"James Stephenson","P 68010","Drama","1888-04-14 00:00:00.000",787
"Beulah Bondi","P  7241","Drama","1888-05-03 00:00:00.000",788
"Monty Woolley","P 77496","Comedy","1888-08-17 00:00:00.000",789
"Gladys Cooper","P 14818","Drama","1888-12-18 00:00:00.000",790
"Brian Donlevy","P 19633","Action","1889-02-09 00:00:00.000",791
"Charles Chaplin","P 12334","Comedy","1889-04-16 00:00:00.000",792
"Sessue Hayakawa","P 31162","Drama","1889-06-10 00:00:00.000",793
"Marjorie Rambeau","P 58605","Drama","1889-07-15 00:00:00.000",794
"Claude Rains","P 58546","Drama","1889-11-10 00:00:00.000",795
"Marjorie Main","P 44693","Comedy","1890-02-24 00:00:00.000",796
"Frank Morgan","P 50579","Drama","1890-06-01 00:00:00.000",797
"Stanley Holloway","P 32937","Comedy","1890-10-01 00:00:00.000",798
"Charles Bickford","P  6091","Drama","1891-01-01 00:00:00.000",799
"Ronald Colman","P 14296","Drama","1891-02-09 00:00:00.000",800
"Sam Jaffe","P 95767","Drama","1891-03-10 00:00:00.000",801
"Gene Lockhart","P 42889","Drama","1891-07-18 00:00:00.000",802
"Michael Chekhov","P 12612","Drama","1891-08-29 00:00:00.000",803
"Clifton Webb","P 75151","Comedy","1891-11-19 00:00:00.000",804
"Fay Bainter","P  3331","Drama","1891-12-07 00:00:00.000",805
"Peggy Wood","P 77341","Comedy","1892-02-09 00:00:00.000",806
"William Demarest","P 18513","Comedy","1892-02-27 00:00:00.000",807
"Margaret Rutherford","P 62313","Comedy","1892-05-11 00:00:00.000",808
"Hattie McDaniel","P 30998","Comedy","1892-06-10 00:00:00.000",809
"Basil Rathbone","P 58888","Drama","1892-06-13 00:00:00.000",810
"Thomas Mitchell","P103093","Drama","1892-07-11 00:00:00.000",811
"William Powell","P 57536","Drama","1892-07-29 00:00:00.000",812
"Alice Brady","P  7987","Comedy","1892-11-02 00:00:00.000",813
"Leslie Howard","P 94979","Drama","1893-04-24 00:00:00.000",814
"Cecil Kellaway","P 37418","Comedy","1893-08-22 00:00:00.000",815
"Lillian Gish","P 27129","Drama","1893-10-14 00:00:00.000",816
"Walter Brennan","P  8313","Western","1894-07-25 00:00:00.000",817
"Louis Calhern","P 10266","Drama","1895-02-16 00:00:00.000",818
"Paul Muni","P 51322","Drama","1895-09-22 00:00:00.000",819
"George Burns","P  9701","Comedy","1896-01-20 00:00:00.000",820
"Joseph Schildkraut","P 63650","Drama","1896-03-22 00:00:00.000",821
"Raymond Massey","P 46298","Drama","1896-08-30 00:00:00.000",822
"Ruth Gordon","P 92118","Comedy","1896-10-30 00:00:00.000",823
"Ethel Waters","P 74929","Musical","1896-10-31 00:00:00.000",824
"Lilia Skala","P 66067","Drama","1896-11-28 00:00:00.000",825
"J. Carrol Naish","P 51742","Drama","1897-01-21 00:00:00.000",826
"Gloria Swanson","P 69293","Drama","1897-03-27 00:00:00.000",827
"Fredric March","P 45310","Drama","1897-08-31 00:00:00.000",828
"Hope Emerson","P 21786","Comedy","1897-10-27 00:00:00.000",829
"Judith Anderson","P  1508","Drama","1898-02-10 00:00:00.000",830
"Lee Tracy","P 71575","Drama","1898-04-14 00:00:00.000",831
"Oscar Homolka","P 33090","Drama","1898-08-12 00:00:00.000",832
"Shirley Booth","P  7386","Drama","1898-08-30 00:00:00.000",833
"Walter Pidgeon","P 56729","Drama","1898-09-23 00:00:00.000",834
"Lotte Lenya","P 41824","Drama","1898-10-18 00:00:00.000",835
"Irene Dunne","P 20649","Drama","1898-12-20 00:00:00.000",836
"Eva Le Gallienne","P 41093","Drama","1899-01-11 00:00:00.000",837
"Gale Sondergaard","P 66879","Drama","1899-02-15 00:00:00.000",838
"Aline MacMahon","P 44282","Drama","1899-05-03 00:00:00.000",839
"Fred Astaire","P 80113","Musical","1899-05-10 00:00:00.000",840
"Charles Laughton","P 98862","Drama","1899-07-01 00:00:00.000",841
"James Cagney","P 10165","Drama","1899-07-17 00:00:00.000",842
"Chief Dan George","P207556","Drama","1899-07-24 00:00:00.000",843
"Charles Boyer","P  7830","Drama","1899-08-28 00:00:00.000",844
"Ida Kaminska","P 36748","Drama","1899-09-04 00:00:00.000",845
"Akim Tamiroff","P 69745","Drama","1899-10-29 00:00:00.000",846
"Humphrey Bogart","P  7027","Drama","1899-12-25 00:00:00.000",847
